#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"Guaroa virus","Viruses;Other;Peribunyaviridae","","","GCA_003332925.1","Complete",0.012239,33.5523," S:KM245534.1;  M:KM245535.1;  L:KM245536.1","human",4,,"2015-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/925/GCA_003332925.1_ASM333292v1",," S:KM245534.1;  M:KM245535.1;  L:KM245536.1"
"Vinces virus","Viruses;Other;Peribunyaviridae","","","GCA_009732035.1","Complete",0.000923,46.5," S RNA:DQ188958.1","human,invertebrates,vertebrates",0,,"2005-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/035/GCA_009732035.1_ASM973203v1",," S RNA:DQ188958.1"
"cosavirus D4","Viruses;Other;Picornaviridae","","","GCA_008786765.1"," Chromosome",0.00091,39.5,"JN867761.1","human",0,,"2012-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/786/765/GCA_008786765.1_ASM878676v1",,"JN867761.1"
"Human feces smacovirus 3","Viruses;Other;Smacoviridae","","","GCA_003963815.1","Complete",0.002541,46.8,"KT600069.1","human",2,,"2016-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/963/815/GCA_003963815.1_ASM396381v1",,"KT600069.1"
"Human parechovirus 5","Viruses;Other;Picornaviridae","","","GCA_008800675.1","Complete",0.007352,40,"AF055846.1","human,vertebrates",1,,"1998-11-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/800/675/GCA_008800675.1_ASM880067v1",,"AF055846.1"
"rhinovirus B79","Viruses;Other;Picornaviridae","","PRJNA32533","GCA_008796365.1","Complete",0.007224,39.5,"FJ445155.1","human",1,,"2009-02-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/796/365/GCA_008796365.1_ASM879636v1",,"FJ445155.1"
"Orthohepevirus C","Viruses;Other;Hepeviridae","","","GCA_002826465.1","Complete",0.006959,57.1,"KM516906.1","human,vertebrates",4,,"2014-09-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/826/465/GCA_002826465.1_ASM282646v1",,"KM516906.1"
"Orthohepevirus A","Viruses;Other;Hepeviridae","","","GCA_002826325.1","Complete",0.007261,56.9,"AB602441.1","human,vertebrates",3,,"2011-01-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/826/325/GCA_002826325.1_ASM282632v1",,"AB602441.1"
"human papillomavirus 71","Viruses;Other;Papillomaviridae","","","GCA_002826825.1","Complete",0.008017,44.4,"NC_039089.1/AB040456.1","human,vertebrates",1,17,"2001-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/826/825/GCA_002826825.1_ASM282682v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/826/825/GCF_002826825.1_ASM282682v1","NC_039089.1/AB040456.1"
"Gammapapillomavirus 22","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288255.1","Complete",0.007285,37.7,"MF588737.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/255/GCA_004288255.1_ASM428825v1",,"MF588737.1"
"Gammapapillomavirus 23","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288095.1","Complete",0.007193,37.7,"MF588745.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/095/GCA_004288095.1_ASM428809v1",,"MF588745.1"
"Torque teno mini virus 10","Viruses;Other;Anelloviridae","","","GCA_018583605.1","Complete",0.002839,39.7,"MH017563.1","human",4,,"2019-02-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/583/605/GCA_018583605.1_ASM1858360v1",,"MH017563.1"
"human papillomavirus 66","Viruses;Other;Papillomaviridae","","","GCA_003180395.1","Complete",0.007824,38.4,"U31794.1","human",7,,"1995-10-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/180/395/GCA_003180395.1_ASM318039v1",,"U31794.1"
"Gammapapillomavirus 25","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004287535.1"," Chromosome",0.000859,37.8,"MF588790.1","human",1,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/287/535/GCA_004287535.1_ASM428753v1",,"MF588790.1"
"Pteropine orthoreovirus Sikamat/MYS/2010","Viruses;Other;Reoviridae","","","GCA_023156935.1","Complete",0.005301,49.6617," S1:JF811580.1;  S2:JF811581.1;  S3:JF811582.1;  S4:JF811583.1","human,vertebrates",6,,"2011-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/156/935/GCA_023156935.1_ASM2315693v1",," S1:JF811580.1;  S2:JF811581.1;  S3:JF811582.1;  S4:JF811583.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","PRJNA396064","GCA_004286455.1","Complete",0.00281,37.5,"MH649017.1","human,vertebrates",2,,"2018-09-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/286/455/GCA_004286455.1_ASM428645v1",,"MH649017.1"
"Human immunodeficiency virus","Viruses;Other;Retroviridae","","","GCA_003109145.1","Complete",0.009078,41.5,"AX149771.1","human",0,,"2001-06-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/109/145/GCA_003109145.1_ASM310914v1",,"AX149771.1"
"human papillomavirus 69","Viruses;Other;Papillomaviridae","","","GCA_003177375.1","Complete",0.0077,38.8,"AB027020.1","human",8,,"2000-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/177/375/GCA_003177375.1_ASM317737v1",,"AB027020.1"
"Human papillomavirus 205","Viruses;Other;Papillomaviridae","","","GCA_003179835.1","Complete",0.007298,37.5,"KT698167.1","human",6,,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/179/835/GCA_003179835.1_ASM317983v1",,"KT698167.1"
"human papillomavirus 40","Viruses;Other;Papillomaviridae","","","GCA_003180715.1","Complete",0.007909,43.8,"X74478.1","human",6,,"1993-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/180/715/GCA_003180715.1_ASM318071v1",,"X74478.1"
"Human papillomavirus 117","Viruses;Other;Papillomaviridae","","","GCA_003178615.1","Complete",0.007895,45.9,"GQ246950.1","human",6,,"2010-02-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/178/615/GCA_003178615.1_ASM317861v1",,"GQ246950.1"
"Human papillomavirus 138","Viruses;Other;Papillomaviridae","","","GCA_003178915.1","Complete",0.007353,39,"HM999990.1","human",7,,"2012-07-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/178/915/GCA_003178915.1_ASM317891v1",,"HM999990.1"
"Human papillomavirus 133","Viruses;Other;Papillomaviridae","","","GCA_003178835.1","Complete",0.007358,37.1,"GU117633.1","human",7,,"2010-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/178/835/GCA_003178835.1_ASM317883v1",,"GU117633.1"
"Gammapapillomavirus 15","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288475.1","Complete",0.007262,36.4,"MF588726.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/475/GCA_004288475.1_ASM428847v1",,"MF588726.1"
"Gammapapillomavirus 13","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288575.1","Complete",0.00724,36.5,"MF588721.1","human,vertebrates",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/575/GCA_004288575.1_ASM428857v1",,"MF588721.1"
"Human papillomavirus 169","Viruses;Other;Papillomaviridae","","","GCA_003179375.1","Complete",0.007252,37.7,"JX413105.1","human",7,,"2012-10-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/179/375/GCA_003179375.1_ASM317937v1",,"JX413105.1"
"Human papillomavirus 157","Viruses;Other;Papillomaviridae","","","GCA_003179815.1","Complete",0.007154,37.6,"KT698166.1","human",6,,"2016-04-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/179/815/GCA_003179815.1_ASM317981v1",,"KT698166.1"
"Igbo Ora virus","Viruses;Other;Togaviridae","","","GCA_002888815.1","Complete",0.011821,48.1,"AF079457.1","human,invertebrates",2,,"1998-08-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/888/815/GCA_002888815.1_ASM288881v1",,"AF079457.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003620555.1","Complete",0.006979,47,"MH617353.1","human,vertebrates",7,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/620/555/GCA_003620555.1_ASM362055v1",,"MH617353.1"
"unidentified virus","Viruses;unclassified viruses;unclassified","SAMEA104443445","PRJEB23154","GCA_900243485.1"," Chromosome",0.001409,44.4,"LT976456.1","eukaryotic algae,human,invertebrates,vertebrates",0,,"2018-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/485/GCA_900243485.1_YSHV1",,"LT976456.1"
"Human feces pecovirus","Viruses;unclassified viruses;unclassified","","","GCA_003727015.1","Complete",0.002928,49.9,"KT600067.1","human",2,,"2016-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/727/015/GCA_003727015.1_ASM372701v1",,"KT600067.1"
"Gemycircularvirus BZ2","Viruses;Other;Genomoviridae","","","GCA_003849425.1","Complete",0.002199,50.8,"KP133079.1","human,vertebrates",2,,"2015-04-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/849/425/GCA_003849425.1_ASM384942v1",,"KP133079.1"
"Sewage-associated gemycircularvirus-10a","Viruses;Other;Genomoviridae","","","GCA_000930855.1","Complete",0.002249,52.5," Unknown:NC_026169.1/KJ547644.1","human",3,3,"2015-01-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/930/855/GCA_000930855.1_ViralProj272515","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/930/855/GCF_000930855.1_ViralProj272515"," Unknown:NC_026169.1/KJ547644.1"
"Gammapapillomavirus sp.","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004131665.1","Complete",0.007282,35.8,"NC_040805.1/MF588755.1","vertebrates, human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/131/665/GCA_004131665.1_ASM413166v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/131/665/GCF_004131665.1_ASM413166v1","NC_040805.1/MF588755.1"
"Gammapapillomavirus 9","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288755.1","Complete",0.007257,39.5,"MF588712.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/755/GCA_004288755.1_ASM428875v1",,"MF588712.1"
"Gammapapillomavirus 24","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288035.1","Complete",0.007304,39.1,"MF588748.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/035/GCA_004288035.1_ASM428803v1",,"MF588748.1"
"Perdoes virus","Viruses;Other;Peribunyaviridae","","","GCA_009731875.1","Complete",0.012217,35.1721," L:KP691627.1;  M:KP691628.1;  S:KP691629.1","human,invertebrates,vertebrates",4,,"2015-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/875/GCA_009731875.1_ASM973187v1",," L:KP691627.1;  M:KP691628.1;  S:KP691629.1"
"Northway virus","Viruses;Other;Peribunyaviridae","","","GCA_009732765.1","Complete",0.012353,33.9218," S:MH015350.1;  M:MH102378.2;  L:MH484312.1","human,invertebrates,vertebrates",4,,"2018-08-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/765/GCA_009732765.1_ASM973276v1",," S:MH015350.1;  M:MH102378.2;  L:MH484312.1"
"Cholul virus","Viruses;Other;Peribunyaviridae","","","GCA_009731615.1","Complete",0.005975,36.3995," S:EU879062.3;  M:JN808310.1;  L:JN808311.1","human,invertebrates,vertebrates",4,,"2009-01-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/731/615/GCA_009731615.1_ASM973161v1",," S:EU879062.3;  M:JN808310.1;  L:JN808311.1"
"Molluscum contagiosum virus","Viruses;Other;Poxviridae","","","GCA_016865685.1","Complete",0.192835,64.3,"MN931747.1","human,vertebrates",175,,"2021-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/865/685/GCA_016865685.1_ASM1686568v1",,"MN931747.1"
"Monkeypox virus","Viruses;Other;Poxviridae","","","GCA_006465945.1","Complete",0.200256,33.1,"DQ011156.1","human,vertebrates",198,,"2005-09-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/465/945/GCA_006465945.1_ASM646594v1",,"DQ011156.1"
"Akhmeta virus","Viruses;Other;Poxviridae","","","GCA_008690465.1","Complete",0.221899,33.5,"MN244296.1","human,vertebrates",213,,"2019-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/690/465/GCA_008690465.1_ASM869046v1",,"MN244296.1"
"Pompano iridovirus","Viruses;Other;Iridoviridae","","","GCA_006457525.1","Complete",0.112052,53.4,"MK098187.1","human,vertebrates",121,,"2018-12-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/457/525/GCA_006457525.1_ASM645752v1",,"MK098187.1"
"Red seabream iridovirus","Viruses;Other;Iridoviridae","","","GCA_021351675.1","Complete",0.11236,53.3,"OK042108.1","human,vertebrates",115,,"2021-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/351/675/GCA_021351675.1_ASM2135167v1",,"OK042108.1"
"Severe acute respiratory syndrome coronavirus 2","Viruses;Other;Coronaviridae","","","GCA_011537615.1","Complete",0.029923,38,"MT123292.2","human,vertebrates",10,,"2020-02-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/537/615/GCA_011537615.1_ASM1153761v1",,"MT123292.2"
"uncultured phage","Viruses;unclassified phages;unclassified","","","GCA_018986995.1","Complete",0.042863,45.7,"LC425513.1","bacteria,fungi,human,invertebrates",49,,"2019-07-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/986/995/GCA_018986995.1_ASM1898699v1",,"LC425513.1"
"Human respiratory circular DNA virus","Viruses;Other;Circoviridae","","","GCA_018580805.1","Complete",0.003054,34.5,"KY328745.1","human",3,,"2019-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/580/805/GCA_018580805.1_ASM1858080v1",,"KY328745.1"
"Saffold virus 6","Viruses;Other;Picornaviridae","","","GCA_008796005.1","Complete",0.00741,42.7,"FJ463617.1","human",2,,"2009-04-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/796/005/GCA_008796005.1_ASM879600v1",,"FJ463617.1"
"Human respiratory circular DNA virus","Viruses;Other;Circoviridae","","","GCA_018580815.1","Complete",0.003054,34.5,"KY328746.1","human",3,,"2019-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/580/815/GCA_018580815.1_ASM1858081v1",,"KY328746.1"
"uncultured phage","Viruses;unclassified phages;unclassified","","","GCA_018987065.1","Complete",0.022572,41.1,"LC425514.1","bacteria,fungi,human,invertebrates",16,,"2019-07-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/987/065/GCA_018987065.1_ASM1898706v1",,"LC425514.1"
"Severe acute respiratory syndrome coronavirus 2","Viruses;Other;Coronaviridae","","","GCA_011537235.1","Complete",0.029903,38,"MT039890.1","human,vertebrates",10,,"2020-02-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/537/235/GCA_011537235.1_ASM1153723v1",,"MT039890.1"
"Red seabream iridovirus","Viruses;Other;Iridoviridae","","","GCA_021351685.1","Complete",0.112235,53.1,"OK042109.1","human,vertebrates",114,,"2021-11-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/351/685/GCA_021351685.1_ASM2135168v1",,"OK042109.1"
"Akhmeta virus","Viruses;Other;Poxviridae","","","GCA_008690515.1","Complete",0.221251,33.5,"MN244298.1","human,vertebrates",213,,"2019-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/690/515/GCA_008690515.1_ASM869051v1",,"MN244298.1"
"Monkeypox virus","Viruses;Other;Poxviridae","","","GCA_006465625.1","Complete",0.200035,33.1,"KJ136820.1","human,vertebrates",0,,"2014-03-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/465/625/GCA_006465625.1_ASM646562v1",,"KJ136820.1"
"Molluscum contagiosum virus subtype 2","Viruses;Other;Poxviridae","","","GCA_006450575.1","Complete",0.192183,64.3,"KY040274.1","human,vertebrates",170,,"2017-03-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/450/575/GCA_006450575.1_ASM645057v1",,"KY040274.1"
"Shokwe virus","Viruses;Other;Peribunyaviridae","","","GCA_009732415.1","Complete",0.012228,34.3502," L:MH484330.1;  M:MH484331.1;  S:MH484332.1","human,invertebrates,vertebrates",4,,"2018-08-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/415/GCA_009732415.1_ASM973241v1",," L:MH484330.1;  M:MH484331.1;  S:MH484332.1"
"Gammapapillomavirus 24","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288075.1","Complete",0.0073,39.7,"MF588746.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/075/GCA_004288075.1_ASM428807v1",,"MF588746.1"
"Gammapapillomavirus 9","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288815.1","Complete",0.007256,37.5,"MF588709.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/815/GCA_004288815.1_ASM428881v1",,"MF588709.1"
"Gammapapillomavirus sp.","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004289475.1","Complete",0.007271,38.4,"MF588694.1","vertebrates, human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/289/475/GCA_004289475.1_ASM428947v1",,"MF588694.1"
"Gemycircularvirus BZ1","Viruses;Other;Genomoviridae","","","GCA_003849445.1","Complete",0.002199,51,"KP133078.1","human,vertebrates",2,,"2015-04-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/849/445/GCA_003849445.1_ASM384944v1",,"KP133078.1"
"unidentified virus","Viruses;unclassified viruses;unclassified","SAMEA104443447","PRJEB23154","GCA_900243545.1"," Chromosome",0.001046,51.7,"LT976464.1","eukaryotic algae,human,invertebrates,vertebrates",0,,"2018-01-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/243/545/GCA_900243545.1_YSHV3",,"LT976464.1"
"CRESS virus sp.","Viruses;Other;Other","","PRJNA393166","GCA_003623415.1","Complete",0.006581,34.7,"MH616840.1","human,vertebrates",6,,"2018-08-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/623/415/GCA_003623415.1_ASM362341v1",,"MH616840.1"
"Gammapapillomavirus 11","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288715.1","Complete",0.007268,37.8,"MF588714.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/715/GCA_004288715.1_ASM428871v1",,"MF588714.1"
"Human papillomavirus 165","Viruses;Other;Papillomaviridae","","","GCA_003179455.1","Complete",0.007129,38.1,"JX444072.1","human",6,,"2012-10-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/179/455/GCA_003179455.1_ASM317945v1",,"JX444072.1"
"Gammapapillomavirus 15","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288495.1","Complete",0.007262,36.2,"MF588725.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/495/GCA_004288495.1_ASM428849v1",,"MF588725.1"
"Gammapapillomavirus 10","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288735.1","Complete",0.007367,37.2,"MF588713.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/735/GCA_004288735.1_ASM428873v1",,"MF588713.1"
"Human papillomavirus 149","Viruses;Other;Papillomaviridae","","","GCA_003178795.1","Complete",0.007333,38.4,"GU117629.1","human",7,,"2010-12-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/178/795/GCA_003178795.1_ASM317879v1",,"GU117629.1"
"Human papillomavirus 77","Viruses;Other;Papillomaviridae","","","GCA_003180895.1","Complete",0.007887,46,"Y15175.1","human",7,,"1998-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/180/895/GCA_003180895.1_ASM318089v1",,"Y15175.1"
"Human papillomavirus 173","Viruses;Other;Papillomaviridae","","","GCA_003179595.1","Complete",0.007297,36.7,"KF006400.1","human",6,,"2013-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/179/595/GCA_003179595.1_ASM317959v1",,"KF006400.1"
"Anelloviridae sp.","Viruses;Other;Anelloviridae","","PRJNA393166","GCA_004290995.1","Complete",0.002733,51,"MK012439.1","human,vertebrates",1,,"2018-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/290/995/GCA_004290995.1_ASM429099v1",,"MK012439.1"
"Human immunodeficiency virus","Viruses;Other;Retroviridae","","","GCA_003102915.1","Complete",0.008929,41,"JX679207.1","human",9,,"2012-10-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/102/915/GCA_003102915.1_ASM310291v1",,"JX679207.1"
"Gammapapillomavirus 25","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004287515.1"," Chromosome",0.000789,36.1,"MF588791.1","human",2,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/287/515/GCA_004287515.1_ASM428751v1",,"MF588791.1"
"Gammapapillomavirus 22","Viruses;Other;Papillomaviridae","","PRJNA396064","GCA_004288215.1","Complete",0.00726,38.1,"MF588739.1","human",7,,"2017-11-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/288/215/GCA_004288215.1_ASM428821v1",,"MF588739.1"
"Ferret hepatitis E virus","Viruses;Other;Hepeviridae","","","GCA_002826485.1","Complete",0.00687,53.3,"LC057247.1","human,vertebrates",4,,"2015-11-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/826/485/GCA_002826485.1_ASM282648v1",,"LC057247.1"
"Orthohepevirus A","Viruses;Other;Hepeviridae","","","GCA_002826225.1","Complete",0.007207,58,"M73218.1","human,vertebrates",3,,"1991-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/826/225/GCA_002826225.1_ASM282622v1",,"M73218.1"
"rhinovirus B35","Viruses;Other;Picornaviridae","","","GCA_008798415.1","Complete",0.007224,39.8,"DQ473487.1","human",1,,"2007-05-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/798/415/GCA_008798415.1_ASM879841v1",,"DQ473487.1"
"Parechovirus A","Viruses;Other;Picornaviridae","","","GCA_000861505.1","Complete",0.007348,39.5," Unknown:NC_001897.1/AJ005695.1","human,vertebrates",1,313,"1998-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/861/505/GCA_000861505.1_ViralProj15357","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/861/505/GCF_000861505.1_ViralProj15357"," Unknown:NC_001897.1/AJ005695.1"
"cosavirus D2","Viruses;Other;Picornaviridae","","","GCA_008786745.1"," Chromosome",0.000905,41.3,"JN867762.1","human",1,,"2012-05-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/786/745/GCA_008786745.1_ASM878674v1",,"JN867762.1"
"Ossa virus","Viruses;Other;Peribunyaviridae","","","GCA_009732555.1","Complete",0.000921,45.8," S RNA:DQ188954.1","human,invertebrates,vertebrates",0,,"2005-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/555/GCA_009732555.1_ASM973255v1",," S RNA:DQ188954.1"
"Guaroa virus","Viruses;Other;Peribunyaviridae","","","GCA_003332945.1","Complete",0.012239,33.8418," S:KM245531.1;  M:KM245532.1;  L:KM245533.1","human",4,,"2015-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/332/945/GCA_003332945.1_ASM333294v1",," S:KM245531.1;  M:KM245532.1;  L:KM245533.1"
"Gumbo Limbo virus","Viruses;Other;Peribunyaviridae","","","GCA_009732495.1","Complete",0.007993,32.3242," L:KM280930.1;  S:KM280938.1","human,invertebrates,vertebrates",3,,"2015-04-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/732/495/GCA_009732495.1_ASM973249v1",," L:KM280930.1;  S:KM280938.1"
